Data file for DataLogger.
==============================================================================
COMPANY    : <Company name>
COMP.STATUS: Do
DATE       : 05/01/2023
TIME       : 08:50:20
FILENAME   : C:\Users\getac\AppData\Roaming\DiverOffice\Rhone_Arve_04012022\CSV\dk182_230105085019_DK182.CSV
CREATED BY : Diver-Office 9.1.0.0
==========================    BEGINNING OF DATA     ==========================
[Logger settings]
  Instrument type         =TD-Diver=19
  Status                  =Started =0
  Serial number           =..00-DK182  219.
  Instrument number       =638942    UTC-1     
                          =0
  Location                =dk182
  Sample period           =S01
  Sample method           =T   
  Number of channels      =2
[Channel 1]
  Identification          =PRESSURE
  Reference level         =400.000   cm
  Range                   =2750.000  cm
  Master level            =400       CMH2O
  Altitude                =0         m
[Channel 2]
  Identification          =TEMPERATURE
  Reference level         =-20.000   °C
  Range                   =100.000   °C


[Series settings]
  Serial number           =..00-DK182  219.
  Instrument number       =638942    UTC-1     
  Location                =dk182
  Sample period           =00 00:00:01 0
  Sample method           =T   
  Start date / time       =00:30:11 04/01/23
  End date / time         =59:29:07 05/01/23
[Channel 1 from data header]
  Identification          =PRESSURE
  Reference level         =400.000   cm
  Range                   =2750.000  cm
  Master level            =400       CMH2O
  Altitude                =0         m
[Channel 2 from data header]
  Identification          =TEMPERATURE
  Reference level         =-20.000   °C
  Range                   =100.000   °C


Date/time;Pression[cm];Température[°C]
2023/01/04 11:34:51;1006.925;15.153
2023/01/04 11:34:52;1006.925;15.153
2023/01/04 11:34:53;1006.925;15.143
2023/01/04 11:34:54;1006.925;15.137
2023/01/04 11:34:55;1007.200;15.137
2023/01/04 11:34:56;1007.017;15.143
2023/01/04 11:34:57;1007.292;15.143
2023/01/04 11:34:58;1007.475;15.143
2023/01/04 11:34:59;1007.200;15.137
2023/01/04 11:35:00;1007.292;15.130
2023/01/04 11:35:01;1007.200;15.130
2023/01/04 11:35:02;1007.292;15.143
2023/01/04 11:35:03;1006.925;15.130
2023/01/04 11:35:04;1007.200;15.113
2023/01/04 11:35:05;1007.200;15.120
2023/01/04 11:35:06;1007.200;15.113
2023/01/04 11:35:07;1007.017;15.113
2023/01/04 11:35:08;1007.200;15.107
2023/01/04 11:35:09;1007.200;15.107
2023/01/04 11:35:10;1006.925;15.107
2023/01/04 11:35:11;1006.742;15.097
2023/01/04 11:35:12;1006.925;15.113
2023/01/04 11:35:13;1006.925;15.097
2023/01/04 11:35:14;1006.925;15.097
2023/01/04 11:35:15;1006.925;15.083
2023/01/04 11:35:16;1006.925;15.083
2023/01/04 11:35:17;1007.292;15.073
2023/01/04 11:35:18;1007.017;15.090
2023/01/04 11:35:19;1007.200;15.083
2023/01/04 11:35:20;1007.017;15.083
2023/01/04 11:35:21;1007.017;15.083
2023/01/04 11:35:22;1007.200;15.067
2023/01/04 11:35:23;1007.200;15.073
2023/01/04 11:35:24;1007.200;15.073
2023/01/04 11:35:25;1007.200;15.073
2023/01/04 11:35:26;1007.200;15.067
2023/01/04 11:35:27;1007.017;15.050
2023/01/04 11:35:28;1007.200;15.073
2023/01/04 11:35:29;1007.017;15.060
2023/01/04 11:35:30;1006.925;15.060
2023/01/04 11:35:31;1006.925;15.043
2023/01/04 11:35:32;1007.292;15.050
2023/01/04 11:35:33;1007.200;15.050
2023/01/04 11:35:34;1007.200;15.050
2023/01/04 11:35:35;1007.200;15.043
2023/01/04 11:35:36;1007.200;15.037
2023/01/04 11:35:37;1007.200;15.043
2023/01/04 11:35:38;1007.017;15.037
2023/01/04 11:35:39;1007.200;15.037
2023/01/04 11:35:40;1007.200;15.027
2023/01/04 11:35:41;1006.925;15.027
2023/01/04 11:35:42;1007.200;15.037
2023/01/04 11:35:43;1006.925;15.020
2023/01/04 11:35:44;1007.017;15.020
2023/01/04 11:35:45;1007.200;15.027
2023/01/04 11:35:46;1007.200;15.020
2023/01/04 11:35:47;1007.200;15.020
2023/01/04 11:35:48;1007.017;15.013
2023/01/04 11:35:49;1007.017;15.013
2023/01/04 11:35:50;1007.017;14.997
2023/01/04 11:35:51;1007.292;15.003
2023/01/04 11:35:52;1007.017;14.997
2023/01/04 11:35:53;1006.925;14.997
2023/01/04 11:35:54;1007.200;15.003
2023/01/04 11:35:55;1006.925;14.990
2023/01/04 11:35:56;1006.925;14.997
2023/01/04 11:35:57;1006.925;14.990
2023/01/04 11:35:58;1006.925;14.980
2023/01/04 11:35:59;1006.925;14.973
2023/01/04 11:36:00;1006.925;14.980
2023/01/04 11:36:01;1006.742;14.973
2023/01/04 11:36:02;1007.017;14.980
2023/01/04 11:36:03;1006.925;14.990
2023/01/04 11:36:04;1006.742;14.973
2023/01/04 11:36:05;1007.017;14.963
2023/01/04 11:36:06;1007.017;14.963
2023/01/04 11:36:07;1006.925;14.980
2023/01/04 11:36:08;1007.017;14.973
2023/01/04 11:36:09;1006.925;14.963
2023/01/04 11:36:10;1006.925;14.963
2023/01/04 11:36:11;1007.017;14.950
2023/01/04 11:36:12;1007.017;14.957
2023/01/04 11:36:13;1007.017;14.950
2023/01/04 11:36:14;1006.925;14.950
2023/01/04 11:36:15;1006.925;14.950
2023/01/04 11:36:16;1006.925;14.940
2023/01/04 11:36:17;1007.200;14.950
2023/01/04 11:36:18;1007.017;14.933
2023/01/04 11:36:19;1007.200;14.950
2023/01/04 11:36:20;1007.017;14.950
2023/01/04 11:36:21;1006.925;14.927
2023/01/04 11:36:22;1006.925;14.933
2023/01/04 11:36:23;1007.017;14.933
2023/01/04 11:36:24;1006.925;14.933
2023/01/04 11:36:25;1007.200;14.927
2023/01/04 11:36:26;1007.200;14.927
2023/01/04 11:36:27;1007.017;14.917
2023/01/04 11:36:28;1007.200;14.910
2023/01/04 11:36:29;1007.200;14.910
2023/01/04 11:36:30;1007.017;14.893
2023/01/04 11:36:31;1006.925;14.910
2023/01/04 11:36:32;1007.017;14.893
2023/01/04 11:36:33;1007.017;14.893
2023/01/04 11:36:34;1007.292;14.887
2023/01/04 11:36:35;1006.925;14.893
2023/01/04 11:36:36;1007.017;14.893
2023/01/04 11:36:37;1007.017;14.903
2023/01/04 11:36:38;1007.017;14.880
2023/01/04 11:36:39;1006.742;14.893
2023/01/04 11:36:40;1007.200;14.887
2023/01/04 11:36:41;1007.017;14.887
2023/01/04 11:36:42;1007.017;14.870
2023/01/04 11:36:43;1007.200;14.863
2023/01/04 11:36:44;1007.292;14.880
2023/01/04 11:36:45;1007.292;14.863
2023/01/04 11:36:46;1006.925;14.863
2023/01/04 11:36:47;1007.017;14.863
2023/01/04 11:36:48;1007.200;14.857
2023/01/04 11:36:49;1007.017;14.863
2023/01/04 11:36:50;1006.742;14.863
2023/01/04 11:36:51;1007.017;14.847
2023/01/04 11:36:52;1007.017;14.840
2023/01/04 11:36:53;1006.925;14.847
2023/01/04 11:36:54;1007.017;14.857
2023/01/04 11:36:55;1007.292;14.847
2023/01/04 11:36:56;1007.200;14.833
2023/01/04 11:36:57;1007.200;14.833
2023/01/04 11:36:58;1007.017;14.833
2023/01/04 11:36:59;1007.017;14.833
2023/01/04 11:37:00;1007.017;14.833
2023/01/04 11:37:01;1007.017;14.833
2023/01/04 11:37:02;1006.925;14.833
2023/01/04 11:37:03;1007.017;14.823
2023/01/04 11:37:04;1007.017;14.817
2023/01/04 11:37:05;1007.017;14.823
2023/01/04 11:37:06;1007.017;14.833
2023/01/04 11:37:07;1006.925;14.817
2023/01/04 11:37:08;1006.742;14.817
2023/01/04 11:37:09;1007.200;14.810
2023/01/04 11:37:10;1007.017;14.810
2023/01/04 11:37:11;1007.292;14.817
2023/01/04 11:37:12;1007.200;14.793
2023/01/04 11:37:13;1007.017;14.800
2023/01/04 11:37:14;1007.017;14.810
2023/01/04 11:37:15;1007.292;14.800
2023/01/04 11:37:16;1006.925;14.800
2023/01/04 11:37:17;1007.017;14.793
2023/01/04 11:37:18;1006.925;14.793
2023/01/04 11:37:19;1006.925;14.793
2023/01/04 11:37:20;1007.017;14.793
2023/01/04 11:37:21;1006.925;14.777
2023/01/04 11:37:22;1006.925;14.777
2023/01/04 11:37:23;1006.925;14.793
2023/01/04 11:37:24;1006.925;14.787
2023/01/04 11:37:25;1006.742;14.787
2023/01/04 11:37:26;1006.925;14.777
2023/01/04 11:37:27;1007.017;14.770
2023/01/04 11:37:28;1006.925;14.770
2023/01/04 11:37:29;1006.925;14.770
2023/01/04 11:37:30;1006.925;14.763
2023/01/04 11:37:31;1006.742;14.770
2023/01/04 11:37:32;1006.925;14.770
2023/01/04 11:37:33;1006.925;14.753
2023/01/04 11:37:34;1006.650;14.763
2023/01/04 11:37:35;1006.742;14.747
2023/01/04 11:37:36;1006.742;14.763
2023/01/04 11:37:37;1006.925;14.740
2023/01/04 11:37:38;1006.742;14.753
2023/01/04 11:37:39;1006.650;14.740
2023/01/04 11:37:40;1006.742;14.747
2023/01/04 11:37:41;1006.742;14.753
2023/01/04 11:37:42;1007.017;14.740
2023/01/04 11:37:43;1007.017;14.740
2023/01/04 11:37:44;1007.017;14.740
2023/01/04 11:37:45;1006.925;14.730
2023/01/04 11:37:46;1007.017;14.740
2023/01/04 11:37:47;1006.925;14.740
2023/01/04 11:37:48;1007.017;14.740
2023/01/04 11:37:49;1006.742;14.730
2023/01/04 11:37:50;1006.742;14.730
2023/01/04 11:37:51;1006.742;14.713
2023/01/04 11:37:52;1006.650;14.713
2023/01/04 11:37:53;1006.742;14.713
2023/01/04 11:37:54;1007.017;14.707
2023/01/04 11:37:55;1007.017;14.713
2023/01/04 11:37:56;1007.017;14.707
2023/01/04 11:37:57;1006.925;14.707
2023/01/04 11:37:58;1007.017;14.713
2023/01/04 11:37:59;1006.742;14.707
